,eng,mani
547,lord krishns enumeration of his manifold glories by analogy does,ꯚꯒꯕꯥꯟ ꯀ꯭ꯔ꯭ꯏꯁ꯭ꯅꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯃꯈꯜ ꯀꯌꯥꯒꯤ ꯃꯁꯛ ꯃꯑꯣꯡꯁꯤꯡ ꯑꯗꯨ ꯑꯦꯅꯥꯂꯣꯖꯤꯅꯥ ꯏꯅꯨꯃꯦꯔꯦꯁꯟ ꯇꯧꯕꯅꯥ ꯇꯧꯏ꯫
548,not imply that either arjun or anyone of us should begin to adore the beings and objects he has cited for illustration,ꯑꯔꯖꯨꯟ ꯅꯠꯔꯒꯥ ꯑꯩꯈꯣꯌꯒꯤ ꯃꯔꯛꯇꯒꯤ ꯀꯅꯥꯒꯨꯝꯕꯥ ꯑꯃꯅꯥ ꯃꯍꯥꯛꯅꯥ ꯈꯨꯗꯝ ꯑꯣꯏꯅꯥ ꯄꯅꯈꯤꯕꯥ ꯖꯤꯕꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯄꯣꯠꯂꯃꯁꯤꯡ ꯑꯁꯤꯕꯨ ꯅꯨꯡꯁꯤꯕꯥ ꯍꯧꯒꯗꯕꯅꯤ ꯍꯥꯌꯕꯁꯤꯅꯤ꯫
549,the exercise is rather aimed at enlightening men who are inclined to the worship of other gods and goddesses as well as of objects and creatures such as trees rivers planets serpents that they have acquitted themselves well of their duties to all these divinities objects and beings by just krishn alone,ꯑꯦꯛꯁꯔꯁꯥꯏꯖ ꯑꯁꯤꯅꯥ ꯃꯗꯨꯒꯤ ꯃꯍꯨꯠꯇꯥ ꯑꯇꯣꯞꯄꯥ ꯏꯁ꯭ꯕꯔ ꯑꯃꯁꯨꯡ ꯏꯁ꯭ꯕꯔꯁꯤꯡꯕꯨ ꯈꯨꯔꯨꯃꯖꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯎꯄꯥꯜ ꯇꯨꯔꯦꯂꯁꯤꯡ ꯒ꯭ꯔꯍꯁꯤꯡ ꯁꯥꯄꯒꯨꯝꯕꯥ ꯄꯣꯠꯂꯃꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯖꯤꯕꯁꯤꯡꯕꯨ ꯃꯉꯥꯜ ꯄꯤꯅꯕꯥ ꯄꯥꯟꯗꯝ ꯊꯝꯂꯤ ꯃꯗꯨꯗꯤ ꯃꯈꯣꯌꯅꯥ ꯃꯈꯣꯌ ꯃꯁꯥꯕꯨ ꯑꯆꯨꯝꯕꯥ ꯃꯑꯣꯡꯗꯥ ꯏꯁ꯭ꯕꯔ ꯄꯨꯝꯅꯃꯛ ꯑꯁꯤꯒꯤ ꯄꯣꯠꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯖꯤꯕꯁꯤꯡ ꯑꯁꯤꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯃꯈꯣꯌꯒꯤ ꯊꯧꯗꯥꯡꯁꯤꯡꯗꯒꯤ ꯐꯖꯅꯥ ꯂꯥꯄꯊꯣꯀꯈ꯭ꯔꯦ꯫ ꯀ꯭ꯔ꯭ꯏꯁ꯭ꯟ ꯈꯛꯇꯅꯥ꯫
550,at the beginning of the chapter krishn told arjun that he would instruct him again in what he had also told him before because he was most dear to him,ꯆꯦꯐꯣꯡ ꯑꯁꯤꯒꯤ ꯍꯧꯔꯀꯐꯃꯗꯥ ꯀ꯭ꯔ꯭ꯏꯁ꯭ꯅꯅꯥ ꯑꯔꯖꯨꯅꯗꯥ ꯍꯥꯌꯈꯤ ꯃꯗꯨꯗꯤ ꯃꯍꯥꯛꯅꯥ ꯃꯃꯥꯡꯗꯥ ꯍꯥꯌꯈꯤꯕꯁꯤꯡ ꯑꯗꯨꯁꯨ ꯑꯃꯨꯛ ꯍꯟꯅꯥ ꯇꯝꯕꯤꯒꯅꯤ ꯃꯔꯃꯗꯤ ꯃꯍꯥꯛ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯅꯨꯡꯁꯤꯖꯩ |
551,he was going to repeat the instruction for a noble teachers constant guidance is a necessity till the very moment of attainment,ꯃꯍꯥꯛꯅꯥ ꯅꯣꯕꯦꯜ ꯑꯣꯖꯥ ꯑꯃꯒꯤꯗꯃꯛ ꯏꯅꯁ꯭ꯠꯔꯛꯁꯟ ꯑꯗꯨ ꯍꯟꯖꯤꯟ ꯍꯟꯖꯤꯟ ꯍꯥꯌꯔꯛꯀꯗꯧꯔꯤꯕꯅꯤ ꯂꯦꯞꯄꯥ ꯂꯩꯇꯅꯥ ꯂꯃꯖꯤꯡ-ꯂꯃꯇꯥꯀꯄꯥ ꯑꯁꯤ ꯐꯪꯕꯒꯤ ꯌꯥꯝꯅꯥ ꯊꯨꯅꯥ ꯌꯥꯡꯅꯥ ꯆꯠꯄꯥ ꯌꯥꯕꯥ ꯃꯤꯀꯨꯞ ꯐꯥꯑꯣꯕꯥ ꯇꯉꯥꯏꯐꯗꯕꯥ ꯑꯃꯅꯤ꯫
552,his origin krishn has said is known to neither gods nor saints because he is the primal source from which all of them are born,ꯀ꯭ꯔ꯭ꯏꯁ꯭ꯅꯅꯥ ꯍꯥꯌꯈꯤꯕꯥ ꯃꯍꯥꯛꯀꯤ ꯍꯧꯔꯀꯐꯝ ꯑꯁꯤ ꯏꯁ꯭ꯕꯔ ꯅꯠꯔꯒꯥ ꯂꯥꯏꯅꯤꯡꯕꯁꯤꯡꯅꯥ ꯈꯉꯗꯦ ꯃꯔꯃꯗꯤ ꯃꯍꯥꯛ ꯑꯁꯤ ꯃꯈꯣꯌ ꯄꯨꯝꯅꯃꯛ ꯄꯣꯀꯄꯗꯒꯤ ꯑꯍꯥꯅꯕꯥ ꯁꯣꯔꯁꯅꯤ꯫
553,they do not know him because the universal state arising from attainment of the unmanifest god can be experienced only by those who have arrived at the supreme goal,ꯃꯈꯣꯌꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯈꯉꯗꯦ ꯃꯔꯃꯗꯤ ꯃꯌꯦꯛ ꯁꯦꯡꯗꯕꯥ ꯏꯁ꯭ꯕꯔ ꯑꯗꯨ ꯐꯪꯕꯗꯒꯤ ꯊꯣꯔꯀꯄꯥ ꯃꯥꯂꯦꯃꯒꯤ ꯑꯣꯏꯕꯥ ꯐꯤꯚꯝ ꯑꯗꯨ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯋꯥꯡꯕꯥ ꯄꯥꯟꯗꯝ ꯑꯗꯨꯗꯥ ꯌꯧꯔꯀꯈꯤꯕꯁꯤꯡ ꯈꯛꯇꯅꯥ ꯊꯦꯡꯅꯕꯥ ꯉꯃꯒꯅꯤ꯫
554,he is a man of knowledge who knows krishn the birthless eternal and supreme god of the world by direct perception,ꯃꯍꯥꯛ ꯑꯁꯤ ꯀ꯭ꯔ꯭ꯏꯁ꯭ꯅꯕꯨ ꯄꯣꯀꯄꯥ ꯂꯩꯇꯕꯥ ꯂꯣꯝꯕꯥ ꯅꯥꯏꯗꯕꯥ ꯑꯃꯁꯨꯡ ꯃꯥꯂꯦꯃꯒꯤ ꯑꯊꯣꯏꯕꯥ ꯏꯁ꯭ꯕꯔꯕꯨ ꯍꯀꯊꯦꯡꯅꯅꯥ ꯈꯉꯕꯥ ꯉꯝꯕꯥ ꯂꯧꯁꯤꯡ ꯂꯩꯕꯥ ꯃꯤꯁꯛ ꯑꯃꯅꯤ꯫
555,arjun requests him to enlighten him at length on the signs of his greatness,ꯑꯔꯖꯨꯅꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯃꯍꯥꯛꯀꯤ ꯑꯊꯣꯏꯕꯒꯤ ꯈꯨꯗꯃꯁꯤꯡꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯃꯇꯝ ꯁꯥꯡꯅꯥ ꯃꯉꯥꯜ ꯄꯤꯅꯕꯥ ꯍꯥꯌꯖꯔꯤ꯫
556,this is correct because the worshipers impatient curiosity to listen to his adored god should remain until the very moment of fulfillment,ꯃꯁꯤ ꯑꯆꯨꯝꯕꯅꯤ ꯃꯔꯃꯗꯤ ꯃꯍꯥꯛꯀꯤ ꯅꯨꯡꯁꯤꯖꯔꯕꯥ ꯏꯁ꯭ꯕꯔ ꯑꯗꯨ ꯇꯥꯅꯕꯒꯤ ꯑꯋꯥꯕꯥ ꯈꯥꯉꯕꯥ ꯉꯃꯗꯕꯥ ꯋꯥꯈꯜ ꯑꯗꯨ ꯃꯄꯨꯡ ꯐꯥꯔꯕꯥ ꯃꯤꯀꯨꯞ ꯑꯗꯨ ꯐꯥꯑꯣꯕꯥ ꯂꯩꯒꯗꯕꯅꯤ꯫
557,beyond this he cannot go because he knows not what lies within the heart of god,ꯃꯁꯤꯒꯤ ꯃꯊꯛꯇꯥ ꯃꯍꯥꯛ ꯆꯠꯄꯥ ꯉꯃꯗꯦ ꯃꯔꯃꯗꯤ ꯃꯍꯥꯛꯅꯥ ꯏꯄꯨꯔꯣꯌꯒꯤ ꯊꯝꯃꯣꯌꯒꯤ ꯃꯅꯨꯡꯗꯥ ꯀꯔꯤ ꯂꯩꯔꯤꯕꯒꯦ ꯍꯥꯌꯕꯗꯨ ꯈꯉꯗꯦ꯫
558,thereupon lord krishn has summarized to arjun the specific his greatness one by one,ꯃꯗꯨꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯚꯒꯕꯥꯟ ꯀ꯭ꯔ꯭ꯏꯁ꯭ꯅꯅꯥ ꯑꯔꯖꯨꯅꯗꯥ ꯃꯍꯥꯛꯀꯤ ꯑꯀꯛꯅꯕꯥ ꯑꯊꯣꯏꯕꯥ ꯑꯗꯨ ꯑꯃꯨꯛ ꯍꯟꯅꯥ ꯁꯦꯃꯗꯣꯛ-ꯁꯦꯃꯖꯤꯟ ꯇꯧꯈ꯭ꯔꯦ꯫
559,whereas some of them illustrate the inner qualities that are developed by initiation into yog others illumine the glories that are earned by social achievements and accomplishments,ꯃꯈꯣꯌ ꯈꯔꯅꯥ ꯌꯣꯒꯗꯥ ꯍꯧꯗꯣꯀꯄꯅꯥ ꯁꯦꯃꯒꯠꯄꯥ ꯅꯨꯡꯒꯤ ꯑꯣꯏꯕꯥ ꯃꯒꯨꯅꯁꯤꯡ ꯑꯗꯨ ꯎꯠꯂꯤ ꯑꯗꯨꯒꯥ ꯑꯇꯣꯞꯄꯥ ꯈꯔꯅꯥ ꯈꯨꯟꯅꯥꯏꯒꯤ ꯃꯥꯏꯄꯥꯀꯄꯥ ꯑꯃꯁꯨꯡ ꯃꯥꯏꯄꯥꯀꯄꯁꯤꯡꯅꯥ ꯐꯪꯂꯀꯄꯥ ꯃꯁꯛ ꯑꯗꯨ ꯃꯉꯥꯜ ꯄꯤꯔꯤ꯫
560,at the end after all this krishn tells arjun that instead of knowing about him in detail he should just remember that whatever in the three worlds is endowed with magnificence and beauty has arisen from his own radiant power,ꯃꯁꯤ ꯄꯨꯝꯅꯃꯛ ꯑꯁꯤꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯑꯔꯣꯏꯕꯗꯥ ꯀ꯭ꯔ꯭ꯏꯁ꯭ꯅꯅꯥ ꯑꯔꯖꯨꯅꯗꯥ ꯍꯥꯌ ꯃꯗꯨꯗꯤ ꯃꯍꯥꯛꯀꯤ ꯃꯔꯃꯗꯥ ꯑꯀꯨꯞꯄꯥ ꯃꯔꯣꯂꯗꯥ ꯈꯉꯕꯒꯤ ꯃꯍꯨꯠꯇꯥ ꯃꯍꯥꯛꯅꯥ ꯁꯨꯞꯅꯇꯒꯤ ꯅꯤꯡꯁꯤꯡꯒꯗꯕꯅꯤ ꯃꯗꯨꯗꯤ ꯃꯥꯂꯦꯝ ꯑꯍꯨꯃꯗꯥ ꯂꯩꯔꯤꯕꯥ ꯄꯣꯠꯁꯛ ꯑꯃꯅꯥ ꯃꯁꯛ ꯊꯣꯀꯄꯥ ꯑꯃꯁꯨꯡ ꯐꯖꯕꯅꯥ ꯊꯜꯂꯕꯥ ꯄꯣꯠꯁꯛ ꯑꯃꯠꯇꯥ ꯃꯍꯥꯛꯀꯤ ꯃꯁꯥꯒꯤ ꯑꯣꯏꯕꯥ ꯃꯉꯥꯜ ꯊꯣꯀꯄꯥ ꯁꯛꯇꯤꯗꯒꯤ ꯂꯥꯀꯈꯤꯕꯅꯤ |
561,in this chapter krishn has thus acquainted arjun with his manifold glories at an intellectual level so that his faith withdraws itself from all distractions and is firmly centered on his destination,ꯀꯥꯈꯜ ꯑꯁꯤꯗꯥ ꯀ꯭ꯔ꯭ꯏꯁ꯭ꯅꯅꯥ ꯑꯁꯨꯝꯅꯥ ꯑꯔꯖꯨꯅꯕꯨ ꯃꯍꯥꯛꯀꯤ ꯃꯈꯜ ꯀꯌꯥꯒꯤ ꯃꯁꯛ-ꯃꯑꯣꯡꯁꯤꯡ ꯑꯗꯨ ꯋꯥꯈꯂꯒꯤ ꯊꯥꯛꯇꯥ ꯈꯉꯍꯅꯈ꯭ꯔꯦ ꯃꯗꯨꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯊꯥꯖꯕꯥ ꯑꯗꯨꯅꯥ ꯃꯁꯥꯕꯨ ꯃꯤꯠꯌꯦꯡ ꯊꯃꯗꯕꯥ ꯈꯨꯗꯤꯡꯃꯛꯇꯒꯤ ꯂꯥꯄꯊꯣꯀꯆꯗꯨꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯄꯟꯊꯨꯡꯐꯝ ꯑꯗꯨꯗꯥ ꯆꯦꯠꯅꯥ ꯊꯃꯖꯔꯤ |
562,but even after listening to everything and comprehending them with much splitting of hair the essence of krishn yet remains to be known for the path leading to him is dynamic and can be trodden only by really embarking on action,ꯑꯗꯨꯕꯨ ꯄꯨꯝꯅꯃꯀꯄꯨ ꯇꯥꯔꯕꯥ ꯃꯇꯨꯡꯗꯁꯨ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯕꯨ ꯌꯥꯝꯅꯥ ꯆꯨꯃꯊꯣꯛꯂꯒꯥ ꯂꯧꯁꯤꯜꯂꯕꯥ ꯃꯇꯨꯡꯗꯁꯨ ꯀ꯭ꯔ꯭ꯏꯁ꯭ꯅꯒꯤ ꯃꯔꯨꯑꯣꯏꯕꯥ ꯑꯗꯨ ꯍꯧꯖꯤꯀꯁꯨ ꯈꯉꯕꯥ ꯉꯃꯗ꯭ꯔꯤ ꯃꯔꯃꯗꯤ ꯃꯍꯥꯀꯄꯨ ꯂꯃꯖꯤꯡꯕꯤꯔꯤꯕꯥ ꯂꯝꯕꯤ ꯑꯁꯤ ꯗꯥꯏꯅꯥꯃꯤꯛ ꯑꯣꯏ ꯑꯃꯁꯨꯡ ꯇꯁꯦꯡꯅꯥ ꯊꯕꯛ ꯄꯥꯌꯈꯠꯄꯈꯛꯇꯗꯥ ꯂꯥꯟꯊꯣꯀꯄꯥ ꯉꯝꯃꯤ꯫
563,thus concludes the tenth chapter in the upanishad of the shreemadbhagwadgeeta on the knowledge of the supreme spirit the discipline of yog and the dialogue between krishn and arjun entitled,ꯑꯁꯨꯝꯅꯥ ꯁ꯭ꯔꯤꯃꯗꯚꯥꯒꯗꯖꯤꯠꯀꯤ ꯎꯄꯅꯤꯁꯗꯇꯥ ꯑꯊꯣꯏꯕꯥ ꯊꯋꯥꯌꯒꯤ ꯂꯧꯁꯤꯡ ꯌꯣꯒꯒꯤ ꯗꯤꯁꯤꯞꯂꯤꯟ ꯑꯃꯁꯨꯡ ꯀ꯭ꯔ꯭ꯏꯁ꯭ꯟ ꯑꯃꯁꯨꯡ ꯑꯔꯖꯨꯅꯒꯤ ꯃꯔꯛꯇꯥ ꯋꯥꯔꯤ ꯁꯥꯅꯕꯥ ꯍꯥꯌꯕꯥ ꯂꯥꯏꯔꯤꯛ ꯑꯁꯤꯒꯤ ꯃꯃꯤꯡ ꯆꯠꯂꯤ |
564,vibhooti varnan or an account of gods glory,ꯕꯤꯚꯨꯇꯤ ꯕꯔꯅꯟ ꯅꯠꯔꯒꯥ     ꯫
565,thus concludes paramhans paramanand jis adgadanands exposition of the tenth chapter of the shreemadbhagwadgeeta in yatharth geeta varnan,ꯑꯁꯨꯝꯅꯥ ꯄꯔꯃꯍꯥꯟꯁ ꯄꯔꯃꯥꯅꯟꯗ ꯖꯤꯁ ꯑꯗꯒꯗꯥꯅꯟꯗꯁꯅꯥ ꯌꯥꯊꯔꯊ ꯒꯤꯇꯥ ꯕꯔꯅꯅꯗꯥ ꯁ꯭ꯔꯤꯃꯗꯚꯥꯒꯗꯖꯤꯇꯀꯤ ꯗꯁꯁꯨꯕꯥ ꯆꯦꯞꯇꯔꯒꯤ ꯑꯦꯛꯁꯄꯣꯖꯤꯁꯟ ꯑꯗꯨ ꯂꯣꯏꯁꯤꯜꯂꯤ |
566,hari om tat sat,ꯍꯔꯤ ꯑꯣꯝ ꯇꯠ ꯁꯠ꯫
567,in the name of god the gracious the merciful,ꯊꯧꯖꯥꯜ ꯍꯩꯕꯥ ꯏꯁ꯭ꯕꯔꯒꯤ ꯃꯤꯡꯗꯥ꯫
568,alif lam meem,ꯑꯂꯤꯐ ꯂꯝ ꯃꯤꯝ꯫
569,this is the book in which there is no doubt a guide for the righteous,"ꯃꯁꯤ ꯂꯥꯏꯕꯛ ꯐꯕꯅꯤ, ꯃꯁꯤꯗꯥ ꯑꯆꯨꯝꯕꯥ ꯃꯤꯁꯤꯡꯒꯤꯗꯃꯛ ꯂꯃꯖꯤꯡ-ꯂꯃꯇꯥꯛ ꯑꯃꯥ ꯂꯩ ꯍꯥꯌꯕꯁꯤꯗꯥ ꯋꯥꯐꯝ ꯑꯃꯠꯇꯥ ꯂꯩꯇꯦ꯫"
570,those who believe in the unseen and perform the prayers and give from what we have provided for them,ꯎꯕꯥ ꯐꯪꯗꯕꯥ ꯋꯥꯐꯃꯁꯤꯡꯗꯥ ꯊꯥꯖꯕꯥ ꯑꯃꯁꯨꯡ ꯄ꯭ꯔꯥꯔꯊꯅꯥ ꯇꯧꯕꯥ ꯑꯃꯁꯨꯡ ꯑꯩꯈꯣꯌꯅꯥ ꯃꯈꯣꯌꯒꯤꯗꯃꯛ ꯄꯤꯕꯤꯔꯝꯕꯥ ꯑꯗꯨꯗꯒꯤ ꯄꯤꯖꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡ꯫
571,as for those who disbelieveit is the same for them whether you have warned them or have not warned themthey do not believe,ꯀꯥꯐꯤꯔꯁꯤꯡꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯍꯥꯌꯔꯒꯗꯤ ꯅꯍꯥꯛꯅꯥ ꯆꯦꯀꯁꯤꯅꯍꯅꯈꯤꯕꯥ ꯅꯠꯔꯒꯥ ꯆꯦꯀꯁꯤꯅꯍꯅꯈꯤꯗꯕꯥ ꯃꯈꯣꯌꯒꯤꯗꯃꯛꯇꯗꯤ ꯑꯃꯒꯥ ꯑꯃꯒꯥ ꯃꯥꯟꯅꯩ ꯃꯈꯣꯌꯅꯥ ꯊꯥꯖꯗꯦ꯫
572,god has set a seal on their hearts and on their hearing and over their vision is a veil they will have a severe torment,ꯏꯄꯨꯔꯣꯌꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯊꯝꯃꯣꯌꯗꯥ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯒꯤ ꯇꯥꯕꯗꯥ ꯁꯤꯜ ꯑꯃꯥ ꯊꯝꯂꯦ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯒꯤ ꯃꯤꯠꯌꯦꯡꯒꯤ ꯃꯊꯛꯇꯥ ꯊꯣꯡ ꯑꯃꯥ ꯂꯩꯔꯦ ꯃꯈꯣꯌꯅꯥ ꯑꯀꯅꯕꯥ ꯑꯋꯥꯕꯥ ꯑꯃꯥ ꯃꯥꯌꯣꯛꯅꯒꯅꯤ꯫
573,they seek to deceive god and those who believe but they deceive none but themselves though they are not aware,ꯃꯈꯣꯌꯅꯥ ꯏꯄꯨꯔꯣꯌ ꯑꯃꯁꯨꯡ ꯊꯥꯖꯕꯁꯤꯡꯕꯨ ꯂꯃꯖꯤꯡꯕꯤꯅꯕꯥ ꯍꯣꯠꯅꯩ ꯑꯗꯨꯕꯨ ꯃꯈꯣꯌꯅꯥ ꯈꯉꯂꯃꯗꯕꯁꯨ ꯃꯈꯣꯌ ꯃꯁꯥꯃꯀꯄꯨ ꯂꯥꯟꯅꯥ ꯂꯃꯖꯤꯡꯕꯤꯗꯦ꯫
574,and when it is said to them do not make trouble on earth they say we are only reformers,ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯗꯥ ꯄ꯭ꯔ꯭ꯏꯊꯤꯕꯤꯗꯥ ꯑꯋꯥꯕꯥ ꯄꯤꯔꯣꯏꯗꯕꯅꯤ ꯍꯥꯌꯔꯀꯄꯥ ꯃꯇꯃꯗꯥ ꯃꯈꯣꯌꯅꯥ ꯍꯥꯌꯔꯤ ꯑꯩꯈꯣꯌ ꯔꯤꯐꯣꯔꯃꯔ ꯈꯛꯇꯅꯤ꯫
575,he who made the earth a habitat for you and the sky a structure and sends water down from the sky and brings out fruits thereby as a sustenance for you therefore do not assign rivals to god while you know,ꯃꯍꯥꯛꯅꯥ ꯄ꯭ꯔ꯭ꯏꯊꯤꯕꯤ ꯑꯁꯤ ꯅꯈꯣꯌꯒꯤꯗꯃꯛ ꯍꯤꯡꯐꯝ ꯑꯃꯥ ꯑꯣꯏꯍꯅꯈꯤ ꯑꯃꯁꯨꯡ ꯑꯇꯤꯌꯥꯕꯨ ꯁ꯭ꯠꯔꯀꯆꯔ ꯑꯃꯥ ꯑꯣꯏꯍꯅꯈꯤ ꯑꯃꯁꯨꯡ ꯑꯇꯤꯌꯥꯗꯒꯤ ꯏꯁꯤꯡ ꯊꯥꯗꯣꯀꯈꯤ ꯑꯃꯁꯨꯡ ꯃꯗꯨꯗꯒꯤ ꯅꯈꯣꯌꯒꯤꯗꯃꯛ ꯍꯤꯡꯅꯕꯒꯤꯗꯃꯛ ꯃꯍꯩ-ꯃꯔꯣꯡ ꯄꯨꯊꯣꯀꯈꯤ ꯃꯔꯝ ꯑꯗꯨꯅꯥ ꯅꯈꯣꯌꯅꯥ ꯈꯉꯂꯤꯉꯩꯗꯥ ꯏꯁ꯭ꯕꯔꯗꯥ ꯌꯦꯛꯅꯕꯥ ꯁꯤꯟꯅꯒꯅꯨ꯫
576,we said go down from it all of you yet whenever guidance comes to you from me then whoever follows my guidancethey have nothing to fear nor shall they grieve,ꯑꯩꯈꯣꯌꯅꯥ ꯍꯥꯌꯈꯤ ꯃꯗꯨꯗꯤ ꯅꯈꯣꯌ ꯄꯨꯝꯅꯃꯛ ꯃꯁꯤꯗꯒꯤ ꯂꯥꯀꯎ ꯑꯗꯨꯕꯨ ꯑꯩꯉꯣꯟꯗꯒꯤ ꯅꯈꯣꯌꯗꯥ ꯂꯃꯖꯤꯡ ꯂꯃꯇꯥꯀꯄꯥ ꯂꯥꯀꯄꯥ ꯃꯇꯃꯗꯥ ꯑꯩꯒꯤ ꯂꯃꯖꯤꯡ ꯂꯃꯇꯥꯀꯄꯥ ꯃꯤꯑꯣꯏ ꯑꯗꯨꯅꯥ ꯑꯀꯤꯕꯥ ꯑꯃꯠꯇꯥ ꯂꯩꯇꯦ ꯅꯠꯔꯒꯥ ꯁꯣꯀꯄꯥ ꯌꯥꯔꯣꯏ꯫
577,but as for those who disbelieve and reject our signsthese are the inmates of the firewherein they will remain forever,"ꯑꯗꯨꯕꯨ ꯑꯩꯈꯣꯌꯒꯤ ꯈꯨꯗꯃꯁꯤꯡꯕꯨ ꯊꯥꯖꯗꯕꯥ ꯑꯃꯁꯨꯡ ꯌꯥꯗꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯍꯥꯌꯔꯒꯗꯤ, ꯃꯈꯣꯌꯁꯤꯡ ꯑꯁꯤ ꯃꯩꯒꯤ ꯃꯤꯑꯣꯏꯁꯤꯡꯅꯤ ꯃꯐꯝ ꯑꯗꯨꯗꯥ ꯃꯈꯣꯌꯅꯥ ꯃꯇꯝ ꯆꯨꯞꯄꯗꯥ ꯂꯩꯒꯅꯤ꯫"
578,o children of israel remember my blessings which i bestowed upon you and fulfill your pledge to me and i will fulfill my pledge to you and fear me,ꯍꯦ ꯏꯁ꯭ꯔꯥꯌꯦꯂꯒꯤ ꯃꯆꯥꯁꯤꯡ ꯑꯩꯅꯥ ꯅꯈꯣꯌꯗꯥ ꯄꯤꯈꯤꯕꯥ ꯑꯩꯒꯤ ꯊꯧꯖꯥꯂꯁꯤꯡ ꯑꯗꯨ ꯅꯤꯡꯁꯤꯡꯕꯤꯌꯨ ꯑꯃꯁꯨꯡ ꯑꯩꯉꯣꯟꯗꯥ ꯋꯥꯁꯛ ꯑꯗꯨ ꯃꯄꯨꯡ ꯐꯥꯍꯅꯕꯤꯌꯨ ꯑꯃꯁꯨꯡ ꯑꯩꯅꯥ ꯅꯈꯣꯌꯗꯥ ꯋꯥꯁꯀꯈꯤꯕꯥ ꯑꯗꯨ ꯃꯄꯨꯡ ꯐꯥꯍꯅꯒꯅꯤ ꯑꯃꯁꯨꯡ ꯑꯩꯕꯨ ꯀꯤꯒꯅꯤ꯫
579,and believe in what i revealed confirming what is with you and do not be the first to deny it and do not exchange my revelations for a small price and be conscious of me,ꯑꯃꯁꯨꯡ ꯅꯈꯣꯌꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯂꯩꯔꯤꯕꯥ ꯑꯗꯨ ꯀꯅꯐꯤꯗ ꯇꯧꯗꯨꯅꯥ ꯑꯩꯅꯥ ꯐꯣꯡꯗꯣꯀꯈꯤꯕꯁꯤꯡ ꯑꯗꯨꯗꯥ ꯊꯥꯖꯕꯤꯌꯨ ꯑꯃꯁꯨꯡ ꯃꯁꯤꯕꯨ ꯑꯍꯥꯅꯕꯥ ꯑꯣꯏꯅꯥ ꯂꯥꯟꯅꯥ ꯂꯧꯕꯤꯒꯅꯨ ꯑꯃꯁꯨꯡ ꯑꯩꯒꯤ ꯐꯣꯡꯗꯣꯀꯄꯤꯕꯁꯤꯡ ꯑꯗꯨ ꯑꯄꯤꯀꯄꯥ ꯃꯃꯂꯗꯥ ꯑꯦꯛꯁꯆꯦꯟꯖ ꯇꯧꯕꯤꯒꯅꯨ ꯑꯃꯁꯨꯡ ꯑꯩꯕꯨ ꯈꯉꯕꯤꯌꯨ꯫
580,and do not mix truth with falsehood and do not conceal the truth while you know,ꯑꯗꯨꯒꯥ ꯑꯆꯨꯝꯕꯕꯨ ꯑꯔꯥꯅꯕꯒꯥ ꯁꯝꯅꯍꯜꯂꯣꯏꯗꯕꯅꯤ ꯑꯃꯁꯨꯡ ꯈꯉꯂꯗꯨꯅꯥ ꯑꯆꯨꯝꯕꯥ ꯑꯗꯨ ꯂꯣꯠꯁꯤꯅꯕꯤꯒꯅꯨ꯫
581,and attend to your prayers and practice regular charity and kneel with those who kneel,ꯑꯃꯁꯨꯡ ꯅꯈꯣꯌꯒꯤ ꯄ꯭ꯔꯥꯔꯊꯅꯥꯁꯤꯡꯗꯥ ꯃꯤꯠꯌꯦꯡ ꯊꯝꯃꯨ ꯑꯃꯁꯨꯡ ꯆꯥꯡ ꯅꯥꯏꯅꯥ ꯆꯦꯔꯤꯇꯤ ꯄ꯭ꯔꯦꯛꯇꯤꯁ ꯇꯧꯕꯤꯌꯨ ꯑꯃꯁꯨꯡ ꯈꯨꯔꯨꯃꯖꯔꯤꯕꯁꯤꯡꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯀꯨꯄꯁꯤꯜꯂꯨ꯫
